datesin,datecos,storage1,storage2,rainfall,rainfall1,rfquart,rfhalf,swc_pc_s,high_prec_freq,low_prec_dur,Inception_use_WR,run_mm_syr,ele_mt_smx,Inception_use_P,Inception_use_Irr,Inception_use_FC,Capacity,Catchment_area
-0.4999999999999997,-0.8660254037844388,99.0,94.0,106.2524314,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,75.62266913,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,146.8696224,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,65.93150759,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,192.1803006,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,93.49026113,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,112.4020528,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,119.4092387,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,75.1543833,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
-0.4999999999999997,-0.8660254037844388,99.0,94.0,98.12452188,302.1606526,202.1853311,162.6481385,89.99158947,0.029442922,3.265009092,1,998.4642149,643.0607544,0,0,0,55146,74.01
